Country,NUTS1_ID,NUTS2_ID,NUTS2_name,Fund,Year,Programming_Period,EU_Payment_annual,Modelled_annual_expenditure,Standard_Deviation_of_annual_expenditure,Standard_Error_of_modelled_annual_expenditure
DK,DK0,DK02,Sjælland,EAFRD,2007,2007-2013,5253997,8409541,332294,10513
DK,DK0,DK02,Sjælland,EAFRD,2008,2007-2013,8234789,8941099,74378,2353
DK,DK0,DK02,Sjælland,EAFRD,2009,2007-2013,10077995,9026314,110747,3504
DK,DK0,DK02,Sjælland,EAFRD,2010,2007-2013,7333501,8273798,99018,3133
DK,DK0,DK02,Sjælland,EAFRD,2011,2007-2013,9787324,9741220,4855,154
DK,DK0,DK02,Sjælland,EAFRD,2012,2007-2013,9667009,10230365,4855,154
DK,DK0,DK02,Sjælland,EAFRD,2013,2007-2013,9865429,11168798,686016,21705
DK,DK0,DK02,Sjælland,EAFRD,2014,2007-2013,13590634,9859231,538638,17042
DK,DK0,DK02,Sjælland,EAFRD,2015,2007-2013,4800897,2961209,193728,6129
DK,DK0,DK02,Sjælland,ERDF,1989,1989-1993,0,146377,27061,856
DK,DK0,DK02,Sjælland,ERDF,1990,1989-1993,591515,677211,15843,501
DK,DK0,DK02,Sjælland,ERDF,1991,1989-1993,937815,1121044,33874,1072
DK,DK0,DK02,Sjælland,ERDF,1992,1989-1993,1678253,1585492,17149,543
DK,DK0,DK02,Sjælland,ERDF,1993,1989-1993,1303404,1251992,9505,301
DK,DK0,DK02,Sjælland,ERDF,1994,1989-1993,1095646,858627,43818,1386
DK,DK0,DK02,Sjælland,ERDF,1995,1989-1993,137840,144360,1205,38
DK,DK0,DK02,Sjælland,ERDF,1996,1989-1993,164188,167123,7219,228
DK,DK0,DK02,Sjælland,ERDF,1997,1989-1993,148875,147916,7209,228
DK,DK0,DK02,Sjælland,ERDF,1998,1989-1993,172179,129572,7877,249
DK,DK0,DK02,Sjælland,ERDF,1994,1994-1999,1603969,2095968,78593,2487
DK,DK0,DK02,Sjælland,ERDF,1995,1994-1999,1799357,1502150,47477,1502
DK,DK0,DK02,Sjælland,ERDF,1996,1994-1999,712403,2284064,251062,7943
DK,DK0,DK02,Sjælland,ERDF,1997,1994-1999,6460332,5277431,188960,5978
DK,DK0,DK02,Sjælland,ERDF,1998,1994-1999,2134187,1779486,56661,1793
DK,DK0,DK02,Sjælland,ERDF,1999,1994-1999,836961,1971398,182327,5769
DK,DK0,DK02,Sjælland,ERDF,2000,1994-1999,4922725,3673251,201944,6389
DK,DK0,DK02,Sjælland,ERDF,2001,1994-1999,242285,315532,37523,1187
DK,DK0,DK02,Sjælland,ERDF,2002,1994-1999,3849,497064,29882,945
DK,DK0,DK02,Sjælland,ERDF,2003,1994-1999,597788,0,0,0
DK,DK0,DK02,Sjælland,ERDF,2004,1994-1999,82487,0,0,0
DK,DK0,DK02,Sjælland,ERDF,2000,2000-2006,1406906,1501448,13505,427
DK,DK0,DK02,Sjælland,ERDF,2001,2000-2006,310220,813005,71824,2272
DK,DK0,DK02,Sjælland,ERDF,2002,2000-2006,1960015,2340777,54393,1721
DK,DK0,DK02,Sjælland,ERDF,2003,2000-2006,3209414,2978962,32921,1042
DK,DK0,DK02,Sjælland,ERDF,2004,2000-2006,2453229,2579713,18069,572
DK,DK0,DK02,Sjælland,ERDF,2005,2000-2006,2868265,2499862,52627,1665
DK,DK0,DK02,Sjælland,ERDF,2006,2000-2006,1659419,2515055,52627,1665
DK,DK0,DK02,Sjælland,ERDF,2007,2000-2006,4224459,3452668,130597,4132
DK,DK0,DK02,Sjælland,ERDF,2008,2000-2006,1577949,1422093,83590,2645
DK,DK0,DK02,Sjælland,ERDF,2009,2000-2006,1423128,989421,61956,1960
DK,DK0,DK02,Sjælland,ERDF,2007,2007-2013,669537,1059421,41515,1313
DK,DK0,DK02,Sjælland,ERDF,2008,2007-2013,1004306,1099236,10108,320
DK,DK0,DK02,Sjælland,ERDF,2009,2007-2013,1248838,1781776,56748,1795
DK,DK0,DK02,Sjælland,ERDF,2010,2007-2013,2621641,4959872,248978,7877
DK,DK0,DK02,Sjælland,ERDF,2011,2007-2013,8644725,6381255,241018,7625
DK,DK0,DK02,Sjælland,ERDF,2012,2007-2013,2814218,2074203,241018,7625
DK,DK0,DK02,Sjælland,ERDF,2013,2007-2013,0,3872217,645227,20414
DK,DK0,DK02,Sjælland,ERDF,2014,2007-2013,10026863,7655044,429751,13597
DK,DK0,DK02,Sjælland,ERDF,2015,2007-2013,4772899,2920004,197299,6242
DK,DK0,DK02,Sjælland,ESF,2000,2000-2006,2885754,3834676,110443,3494
DK,DK0,DK02,Sjælland,ESF,2001,2000-2006,2702690,3309091,70578,2233
DK,DK0,DK02,Sjælland,ESF,2002,2000-2006,4429823,4773516,40002,1266
DK,DK0,DK02,Sjælland,ESF,2003,2000-2006,5408717,9225556,444236,14055
DK,DK0,DK02,Sjælland,ESF,2004,2000-2006,16279723,13177769,361031,11423
DK,DK0,DK02,Sjælland,ESF,2005,2000-2006,7444832,7483763,856589,27101
DK,DK0,DK02,Sjælland,ESF,2006,2000-2006,6095622,8271008,856589,27101
DK,DK0,DK02,Sjælland,ESF,2007,2000-2006,11547836,10367063,551056,17435
DK,DK0,DK02,Sjælland,ESF,2008,2000-2006,8568024,7011722,437537,13843
DK,DK0,DK02,Sjælland,ESF,2009,2000-2006,0,3864786,243385,7700
DK,DK0,DK02,Sjælland,ESF,2011,2000-2006,597611,0,0,0
DK,DK0,DK02,Sjælland,ESF,2013,2000-2006,5358317,0,0,0
DK,DK0,DK02,Sjælland,ESF,2007,2007-2013,859792,1441859,54258,1717
DK,DK0,DK02,Sjælland,ESF,2008,2007-2013,1289689,2523517,115013,3639
DK,DK0,DK02,Sjælland,ESF,2009,2007-2013,4023488,3856081,15605,494
DK,DK0,DK02,Sjælland,ESF,2010,2007-2013,3652564,4201593,51179,1619
DK,DK0,DK02,Sjælland,ESF,2011,2007-2013,4869052,4109341,778388,24627
DK,DK0,DK02,Sjælland,ESF,2012,2007-2013,2379857,5323377,778388,24627
DK,DK0,DK02,Sjælland,ESF,2013,2007-2013,7874459,8572061,698486,22099
DK,DK0,DK02,Sjælland,ESF,2014,2007-2013,9805732,7473335,607794,19230
DK,DK0,DK02,Sjælland,ESF,2015,2007-2013,6085505,3338973,256022,8100
DK,DK0,DK03,Syddanmark,EAFRD,1992,1989-1993,0,123757,32515,1029
DK,DK0,DK03,Syddanmark,EAFRD,1993,1989-1993,650431,526674,32515,1029
DK,DK0,DK03,Syddanmark,EAFRD,1996,1989-1993,0,3754,4000,127
DK,DK0,DK03,Syddanmark,EAFRD,1997,1989-1993,0,18631,6171,195
DK,DK0,DK03,Syddanmark,EAFRD,1998,1989-1993,46252,95265,5881,186
DK,DK0,DK03,Syddanmark,EAFRD,1999,1989-1993,71398,0,0,0
DK,DK0,DK03,Syddanmark,EAFRD,1994,1994-1999,400675,400675,0,0
DK,DK0,DK03,Syddanmark,EAFRD,1995,1994-1999,0,184256,14978,474
DK,DK0,DK03,Syddanmark,EAFRD,1996,1994-1999,305314,902837,79547,2517
DK,DK0,DK03,Syddanmark,EAFRD,1997,1994-1999,1247969,613966,172274,5451
DK,DK0,DK03,Syddanmark,EAFRD,1998,1994-1999,0,881872,163260,5165
DK,DK0,DK03,Syddanmark,EAFRD,1999,1994-1999,1581382,768796,116825,3696
DK,DK0,DK03,Syddanmark,EAFRD,2000,1994-1999,0,372004,163890,5185
DK,DK0,DK03,Syddanmark,EAFRD,2001,1994-1999,0,975725,271479,8589
DK,DK0,DK03,Syddanmark,EAFRD,2002,1994-1999,0,1028081,127196,4024
DK,DK0,DK03,Syddanmark,EAFRD,2005,1994-1999,2592873,0,0,0
DK,DK0,DK03,Syddanmark,EAFRD,2000,2000-2006,0,182575,16036,507
DK,DK0,DK03,Syddanmark,EAFRD,2001,2000-2006,370909,188334,16036,507
DK,DK0,DK03,Syddanmark,EAFRD,2002,2000-2006,0,160060,14058,445
DK,DK0,DK03,Syddanmark,EAFRD,2003,2000-2006,325169,472271,97842,3096
DK,DK0,DK03,Syddanmark,EAFRD,2004,2000-2006,535087,751395,90187,2853
DK,DK0,DK03,Syddanmark,EAFRD,2005,2000-2006,870080,941702,83833,2652
DK,DK0,DK03,Syddanmark,EAFRD,2006,2000-2006,928907,930016,83833,2652
DK,DK0,DK03,Syddanmark,EAFRD,2007,2000-2006,941085,794445,75789,2398
DK,DK0,DK03,Syddanmark,EAFRD,2008,2000-2006,785567,507628,38610,1222
DK,DK0,DK03,Syddanmark,EAFRD,2009,2000-2006,0,177034,15074,477
DK,DK0,DK03,Syddanmark,EAFRD,2010,2000-2006,348655,0,0,0
DK,DK0,DK03,Syddanmark,EAFRD,2006,2007-2013,863786,863786,0,0
DK,DK0,DK03,Syddanmark,EAFRD,2007,2007-2013,10507994,16819081,664588,21027
DK,DK0,DK03,Syddanmark,EAFRD,2008,2007-2013,16469578,17882198,148756,4706
DK,DK0,DK03,Syddanmark,EAFRD,2009,2007-2013,20155990,18052628,221494,7008
DK,DK0,DK03,Syddanmark,EAFRD,2010,2007-2013,14667003,16547596,198036,6266
DK,DK0,DK03,Syddanmark,EAFRD,2011,2007-2013,19574648,19482440,9710,307
DK,DK0,DK03,Syddanmark,EAFRD,2012,2007-2013,19334019,20501947,9710,307
DK,DK0,DK03,Syddanmark,EAFRD,2013,2007-2013,19730857,22271460,1362712,43114
DK,DK0,DK03,Syddanmark,EAFRD,2014,2007-2013,27181268,19743381,1056737,33434
DK,DK0,DK03,Syddanmark,EAFRD,2015,2007-2013,9601794,5922419,387456,12259
DK,DK0,DK03,Syddanmark,ERDF,1989,1989-1993,0,212531,39506,1250
DK,DK0,DK03,Syddanmark,ERDF,1990,1989-1993,862369,986794,23129,732
DK,DK0,DK03,Syddanmark,ERDF,1991,1989-1993,1367239,1633278,49453,1565
DK,DK0,DK03,Syddanmark,ERDF,1992,1989-1993,2446722,2294074,28375,898
DK,DK0,DK03,Syddanmark,ERDF,1993,1989-1993,1827335,1766161,11371,360
DK,DK0,DK03,Syddanmark,ERDF,1994,1989-1993,1579116,1239469,63136,1998
DK,DK0,DK03,Syddanmark,ERDF,1995,1989-1993,200957,210424,1760,56
DK,DK0,DK03,Syddanmark,ERDF,1996,1989-1993,239369,244734,10511,333
DK,DK0,DK03,Syddanmark,ERDF,1997,1989-1993,217044,214550,10479,332
DK,DK0,DK03,Syddanmark,ERDF,1998,1989-1993,251020,189156,11500,364
DK,DK0,DK03,Syddanmark,ERDF,1994,1994-1999,2338423,3055709,114581,3625
DK,DK0,DK03,Syddanmark,ERDF,1995,1994-1999,2623280,2189982,69216,2190
DK,DK0,DK03,Syddanmark,ERDF,1996,1994-1999,1038611,3329933,366022,11580
DK,DK0,DK03,Syddanmark,ERDF,1997,1994-1999,9418507,7693957,275484,8716
DK,DK0,DK03,Syddanmark,ERDF,1998,1994-1999,3111428,2594309,82606,2614
DK,DK0,DK03,Syddanmark,ERDF,1999,1994-1999,1220204,2872907,263518,8337
DK,DK0,DK03,Syddanmark,ERDF,2000,1994-1999,7176832,5358711,293442,9284
DK,DK0,DK03,Syddanmark,ERDF,2001,1994-1999,353226,457719,53488,1692
DK,DK0,DK03,Syddanmark,ERDF,2002,1994-1999,5611,724668,43564,1378
DK,DK0,DK03,Syddanmark,ERDF,2003,1994-1999,871515,0,0,0
DK,DK0,DK03,Syddanmark,ERDF,2004,1994-1999,120258,0,0,0
DK,DK0,DK03,Syddanmark,ERDF,2000,2000-2006,2051126,2188958,19690,623
DK,DK0,DK03,Syddanmark,ERDF,2001,2000-2006,452269,1185278,104712,3313
DK,DK0,DK03,Syddanmark,ERDF,2002,2000-2006,2857503,3412614,79299,2509
DK,DK0,DK03,Syddanmark,ERDF,2003,2000-2006,4678998,4343023,47995,1518
DK,DK0,DK03,Syddanmark,ERDF,2004,2000-2006,3576558,3760959,26342,833
DK,DK0,DK03,Syddanmark,ERDF,2005,2000-2006,4181638,3644544,76725,2427
DK,DK0,DK03,Syddanmark,ERDF,2006,2000-2006,2419265,3671879,76725,2427
DK,DK0,DK03,Syddanmark,ERDF,2007,2000-2006,6158832,5031983,193859,6133
DK,DK0,DK03,Syddanmark,ERDF,2008,2000-2006,2300489,2069738,121781,3853
DK,DK0,DK03,Syddanmark,ERDF,2009,2000-2006,2074776,1442476,90325,2858
DK,DK0,DK03,Syddanmark,ERDF,2007,2007-2013,1077883,1705552,66835,2115
DK,DK0,DK03,Syddanmark,ERDF,2008,2007-2013,1616824,1769651,16273,515
DK,DK0,DK03,Syddanmark,ERDF,2009,2007-2013,2010494,2868466,91358,2890
DK,DK0,DK03,Syddanmark,ERDF,2010,2007-2013,4220558,7984855,400828,12682
DK,DK0,DK03,Syddanmark,ERDF,2011,2007-2013,13917066,10273125,388012,12276
DK,DK0,DK03,Syddanmark,ERDF,2012,2007-2013,4530586,3422243,388012,12276
DK,DK0,DK03,Syddanmark,ERDF,2013,2007-2013,0,6198823,1044504,33047
DK,DK0,DK03,Syddanmark,ERDF,2014,2007-2013,16142160,12275813,703753,22266
DK,DK0,DK03,Syddanmark,ERDF,2015,2007-2013,7683848,4700889,317630,10049
DK,DK0,DK03,Syddanmark,ESF,2000,2000-2006,3292098,4374637,125995,3986
DK,DK0,DK03,Syddanmark,ESF,2001,2000-2006,3083256,3775045,80516,2547
DK,DK0,DK03,Syddanmark,ESF,2002,2000-2006,5053587,5445675,45634,1444
DK,DK0,DK03,Syddanmark,ESF,2003,2000-2006,6170319,10524608,506788,16034
DK,DK0,DK03,Syddanmark,ESF,2004,2000-2006,18572073,15033333,411868,13031
DK,DK0,DK03,Syddanmark,ESF,2005,2000-2006,8493140,8526526,968635,30646
DK,DK0,DK03,Syddanmark,ESF,2006,2000-2006,6953948,9406442,968635,30646
DK,DK0,DK03,Syddanmark,ESF,2007,2000-2006,13173888,11849397,630267,19941
DK,DK0,DK03,Syddanmark,ESF,2008,2000-2006,9774489,8016733,505736,16001
DK,DK0,DK03,Syddanmark,ESF,2009,2000-2006,0,4408987,277656,8785
DK,DK0,DK03,Syddanmark,ESF,2011,2000-2006,681761,0,0,0
DK,DK0,DK03,Syddanmark,ESF,2013,2000-2006,6112822,0,0,0
DK,DK0,DK03,Syddanmark,ESF,2007,2007-2013,980860,1644888,61898,1958
DK,DK0,DK03,Syddanmark,ESF,2008,2007-2013,1471290,2878854,131208,4151
DK,DK0,DK03,Syddanmark,ESF,2009,2007-2013,4590036,4399057,17802,563
DK,DK0,DK03,Syddanmark,ESF,2010,2007-2013,4166882,4793221,58385,1847
DK,DK0,DK03,Syddanmark,ESF,2011,2007-2013,5554664,4682561,883609,27956
DK,DK0,DK03,Syddanmark,ESF,2012,2007-2013,2714965,6036346,883609,27956
DK,DK0,DK03,Syddanmark,ESF,2013,2007-2013,8983263,9809610,799573,25297
DK,DK0,DK03,Syddanmark,ESF,2014,2007-2013,11186479,8537174,683399,21622
DK,DK0,DK03,Syddanmark,ESF,2015,2007-2013,6942406,3809134,292073,9241
DK,DK0,DK04,Midtjylland,EAFRD,1992,1989-1993,0,100433,26387,835
DK,DK0,DK04,Midtjylland,EAFRD,1993,1989-1993,527850,427416,26387,835
DK,DK0,DK04,Midtjylland,EAFRD,1996,1989-1993,0,3100,3231,102
DK,DK0,DK04,Midtjylland,EAFRD,1997,1989-1993,0,15066,5055,160
DK,DK0,DK04,Midtjylland,EAFRD,1998,1989-1993,37536,77311,4773,151
DK,DK0,DK04,Midtjylland,EAFRD,1999,1989-1993,57942,0,0,0
DK,DK0,DK04,Midtjylland,EAFRD,1994,1994-1999,383981,383981,0,0
DK,DK0,DK04,Midtjylland,EAFRD,1995,1994-1999,0,176579,14353,454
DK,DK0,DK04,Midtjylland,EAFRD,1996,1994-1999,292592,865015,74378,2353
DK,DK0,DK04,Midtjylland,EAFRD,1997,1994-1999,1195970,582412,164191,5195
DK,DK0,DK04,Midtjylland,EAFRD,1998,1994-1999,0,847742,156856,4963
DK,DK0,DK04,Midtjylland,EAFRD,1999,1994-1999,1515491,733216,115149,3643
DK,DK0,DK04,Midtjylland,EAFRD,2000,1994-1999,0,344690,166994,5283
DK,DK0,DK04,Midtjylland,EAFRD,2001,1994-1999,0,953991,277965,8794
DK,DK0,DK04,Midtjylland,EAFRD,2002,1994-1999,0,985245,121897,3857
DK,DK0,DK04,Midtjylland,EAFRD,2005,1994-1999,2484837,0,0,0
DK,DK0,DK04,Midtjylland,EAFRD,2000,2000-2006,0,174968,15368,486
DK,DK0,DK04,Midtjylland,EAFRD,2001,2000-2006,355455,180487,15368,486
DK,DK0,DK04,Midtjylland,EAFRD,2002,2000-2006,0,153391,13473,426
DK,DK0,DK04,Midtjylland,EAFRD,2003,2000-2006,311620,451572,93408,2955
DK,DK0,DK04,Midtjylland,EAFRD,2004,2000-2006,512792,723358,90177,2853
DK,DK0,DK04,Midtjylland,EAFRD,2005,2000-2006,833827,902259,79027,2500
DK,DK0,DK04,Midtjylland,EAFRD,2006,2000-2006,890202,891278,79027,2500
DK,DK0,DK04,Midtjylland,EAFRD,2007,2000-2006,901873,760569,73217,2316
DK,DK0,DK04,Midtjylland,EAFRD,2008,2000-2006,752835,485194,36197,1145
DK,DK0,DK04,Midtjylland,EAFRD,2009,2000-2006,0,169658,14446,457
DK,DK0,DK04,Midtjylland,EAFRD,2010,2000-2006,334128,0,0,0
DK,DK0,DK04,Midtjylland,EAFRD,2006,2007-2013,827795,827795,0,0
DK,DK0,DK04,Midtjylland,EAFRD,2007,2007-2013,10070161,16118286,636897,20151
DK,DK0,DK04,Midtjylland,EAFRD,2008,2007-2013,15783345,17137107,142558,4510
DK,DK0,DK04,Midtjylland,EAFRD,2009,2007-2013,19316157,17300436,212265,6716
DK,DK0,DK04,Midtjylland,EAFRD,2010,2007-2013,14055878,15858113,189784,6005
DK,DK0,DK04,Midtjylland,EAFRD,2011,2007-2013,18759038,18670671,9305,294
DK,DK0,DK04,Midtjylland,EAFRD,2012,2007-2013,18528434,19692726,9305,294
DK,DK0,DK04,Midtjylland,EAFRD,2013,2007-2013,18908738,21316310,1323492,41873
DK,DK0,DK04,Midtjylland,EAFRD,2014,2007-2013,26048715,18902886,990415,31335
DK,DK0,DK04,Midtjylland,EAFRD,2015,2007-2013,9201719,5675651,371312,11748
DK,DK0,DK04,Midtjylland,ERDF,1989,1989-1993,0,219249,40755,1289
DK,DK0,DK04,Midtjylland,ERDF,1990,1989-1993,889629,1017988,23860,755
DK,DK0,DK04,Midtjylland,ERDF,1991,1989-1993,1410458,1684907,51016,1614
DK,DK0,DK04,Midtjylland,ERDF,1992,1989-1993,2524064,2366591,29272,926
DK,DK0,DK04,Midtjylland,ERDF,1993,1989-1993,1885099,1821991,11731,371
DK,DK0,DK04,Midtjylland,ERDF,1994,1989-1993,1629033,1278649,65131,2061
DK,DK0,DK04,Midtjylland,ERDF,1995,1989-1993,207310,217076,1815,57
DK,DK0,DK04,Midtjylland,ERDF,1996,1989-1993,246935,252083,10820,342
DK,DK0,DK04,Midtjylland,ERDF,1997,1989-1993,223905,221720,10809,342
DK,DK0,DK04,Midtjylland,ERDF,1998,1989-1993,258955,195135,11863,375
DK,DK0,DK04,Midtjylland,ERDF,1994,1994-1999,2412342,3152302,118203,3740
DK,DK0,DK04,Midtjylland,ERDF,1995,1994-1999,2706204,2259209,71404,2259
DK,DK0,DK04,Midtjylland,ERDF,1996,1994-1999,1071442,3435195,377593,11946
DK,DK0,DK04,Midtjylland,ERDF,1997,1994-1999,9716233,7937168,284193,8991
DK,DK0,DK04,Midtjylland,ERDF,1998,1994-1999,3209783,2676317,85217,2696
DK,DK0,DK04,Midtjylland,ERDF,1999,1994-1999,1258776,2965288,273890,8666
DK,DK0,DK04,Midtjylland,ERDF,2000,1994-1999,7403697,5525190,302732,9578
DK,DK0,DK04,Midtjylland,ERDF,2001,1994-1999,364392,473536,55840,1767
DK,DK0,DK04,Midtjylland,ERDF,2002,1994-1999,5788,747576,44941,1422
DK,DK0,DK04,Midtjylland,ERDF,2003,1994-1999,899064,0,0,0
DK,DK0,DK04,Midtjylland,ERDF,2004,1994-1999,124060,0,0,0
DK,DK0,DK04,Midtjylland,ERDF,2000,2000-2006,2115964,2258153,20312,643
DK,DK0,DK04,Midtjylland,ERDF,2001,2000-2006,466566,1222746,108022,3418
DK,DK0,DK04,Midtjylland,ERDF,2002,2000-2006,2947830,3520490,81806,2588
DK,DK0,DK04,Midtjylland,ERDF,2003,2000-2006,4826905,4480309,49512,1566
DK,DK0,DK04,Midtjylland,ERDF,2004,2000-2006,3689615,3879846,27175,860
DK,DK0,DK04,Midtjylland,ERDF,2005,2000-2006,4313823,3759751,79150,2504
DK,DK0,DK04,Midtjylland,ERDF,2006,2000-2006,2495739,3785097,79150,2504
DK,DK0,DK04,Midtjylland,ERDF,2007,2000-2006,6353517,5194655,206633,6538
DK,DK0,DK04,Midtjylland,ERDF,2008,2000-2006,2373209,2134409,123949,3922
DK,DK0,DK04,Midtjylland,ERDF,2009,2000-2006,2140361,1488073,93181,2948
DK,DK0,DK04,Midtjylland,ERDF,2007,2007-2013,870154,1376859,53955,1707
DK,DK0,DK04,Midtjylland,ERDF,2008,2007-2013,1305230,1428605,13137,416
DK,DK0,DK04,Midtjylland,ERDF,2009,2007-2013,1623032,2315657,73752,2333
DK,DK0,DK04,Midtjylland,ERDF,2010,2007-2013,3407174,6446018,323581,10238
DK,DK0,DK04,Midtjylland,ERDF,2011,2007-2013,11234977,8293294,313235,9910
DK,DK0,DK04,Midtjylland,ERDF,2012,2007-2013,3657453,2711571,313235,9910
DK,DK0,DK04,Midtjylland,ERDF,2013,2007-2013,0,5014499,829447,26243
DK,DK0,DK04,Midtjylland,ERDF,2014,2007-2013,13031252,9950855,549826,17396
DK,DK0,DK04,Midtjylland,ERDF,2015,2007-2013,6203022,3794937,256417,8113
DK,DK0,DK04,Midtjylland,ESF,2000,2000-2006,3265842,4339748,124990,3955
DK,DK0,DK04,Midtjylland,ESF,2001,2000-2006,3058666,3744937,79874,2527
DK,DK0,DK04,Midtjylland,ESF,2002,2000-2006,5013283,5402243,45270,1432
DK,DK0,DK04,Midtjylland,ESF,2003,2000-2006,6121108,10440669,502747,15906
DK,DK0,DK04,Midtjylland,ESF,2004,2000-2006,18423952,14913435,408583,12927
DK,DK0,DK04,Midtjylland,ESF,2005,2000-2006,8425403,8443466,953687,30173
DK,DK0,DK04,Midtjylland,ESF,2006,2000-2006,6898487,9405329,953687,30173
DK,DK0,DK04,Midtjylland,ESF,2007,2000-2006,13068820,11737648,621511,19664
DK,DK0,DK04,Midtjylland,ESF,2008,2000-2006,9696533,7911188,480330,15197
DK,DK0,DK04,Midtjylland,ESF,2009,2000-2006,0,4373823,275441,8715
DK,DK0,DK04,Midtjylland,ESF,2011,2000-2006,676323,0,0,0
DK,DK0,DK04,Midtjylland,ESF,2013,2000-2006,6064070,0,0,0
DK,DK0,DK04,Midtjylland,ESF,2007,2007-2013,973037,1631769,61405,1943
DK,DK0,DK04,Midtjylland,ESF,2008,2007-2013,1459556,2855894,130162,4118
DK,DK0,DK04,Midtjylland,ESF,2009,2007-2013,4553429,4363972,17660,559
DK,DK0,DK04,Midtjylland,ESF,2010,2007-2013,4133649,4754992,57919,1832
DK,DK0,DK04,Midtjylland,ESF,2011,2007-2013,5510363,4673295,898642,28432
DK,DK0,DK04,Midtjylland,ESF,2012,2007-2013,2693312,6012302,898642,28432
DK,DK0,DK04,Midtjylland,ESF,2013,2007-2013,8911617,9733286,831712,26314
DK,DK0,DK04,Midtjylland,ESF,2014,2007-2013,11097261,8414996,664995,21040
DK,DK0,DK04,Midtjylland,ESF,2015,2007-2013,6887037,3778755,289743,9167
DK,DK0,DK05,Nordjylland,EAFRD,1992,1989-1993,0,54739,14382,455
DK,DK0,DK05,Nordjylland,EAFRD,1993,1989-1993,287690,232952,14382,455
DK,DK0,DK05,Nordjylland,EAFRD,1996,1989-1993,0,1629,1754,56
DK,DK0,DK05,Nordjylland,EAFRD,1997,1989-1993,0,8272,2777,88
DK,DK0,DK05,Nordjylland,EAFRD,1998,1989-1993,20458,42136,2601,82
DK,DK0,DK05,Nordjylland,EAFRD,1999,1989-1993,31580,0,0,0
DK,DK0,DK05,Nordjylland,EAFRD,1994,1994-1999,217032,217032,0,0
DK,DK0,DK05,Nordjylland,EAFRD,1995,1994-1999,0,99805,8113,257
DK,DK0,DK05,Nordjylland,EAFRD,1996,1994-1999,165378,488017,40294,1275
DK,DK0,DK05,Nordjylland,EAFRD,1997,1994-1999,675983,329929,93710,2965
DK,DK0,DK05,Nordjylland,EAFRD,1998,1994-1999,0,479071,88309,2794
DK,DK0,DK05,Nordjylland,EAFRD,1999,1994-1999,856582,413756,65065,2059
DK,DK0,DK05,Nordjylland,EAFRD,2000,1994-1999,0,200026,91450,2893
DK,DK0,DK05,Nordjylland,EAFRD,2001,1994-1999,0,534935,152556,4827
DK,DK0,DK05,Nordjylland,EAFRD,2002,1994-1999,0,556877,68898,2180
DK,DK0,DK05,Nordjylland,EAFRD,2005,1994-1999,1404473,0,0,0
DK,DK0,DK05,Nordjylland,EAFRD,2000,2000-2006,0,98895,8686,275
DK,DK0,DK05,Nordjylland,EAFRD,2001,2000-2006,200909,102014,8686,275
DK,DK0,DK05,Nordjylland,EAFRD,2002,2000-2006,0,86699,7615,241
DK,DK0,DK05,Nordjylland,EAFRD,2003,2000-2006,176133,254645,51124,1617
DK,DK0,DK05,Nordjylland,EAFRD,2004,2000-2006,289839,409664,51946,1644
DK,DK0,DK05,Nordjylland,EAFRD,2005,2000-2006,471294,511230,45710,1446
DK,DK0,DK05,Nordjylland,EAFRD,2006,2000-2006,503158,504402,45710,1446
DK,DK0,DK05,Nordjylland,EAFRD,2007,2000-2006,509754,428071,40273,1274
DK,DK0,DK05,Nordjylland,EAFRD,2008,2000-2006,425515,273943,20734,656
DK,DK0,DK05,Nordjylland,EAFRD,2009,2000-2006,0,95894,8165,258
DK,DK0,DK05,Nordjylland,EAFRD,2010,2000-2006,188855,0,0,0
DK,DK0,DK05,Nordjylland,EAFRD,2006,2007-2013,467884,467884,0,0
DK,DK0,DK05,Nordjylland,EAFRD,2007,2007-2013,5691830,9110336,359985,11389
DK,DK0,DK05,Nordjylland,EAFRD,2008,2007-2013,8921021,9686191,80576,2549
DK,DK0,DK05,Nordjylland,EAFRD,2009,2007-2013,10917828,9778507,119976,3796
DK,DK0,DK05,Nordjylland,EAFRD,2010,2007-2013,7944626,8963281,107269,3394
DK,DK0,DK05,Nordjylland,EAFRD,2011,2007-2013,10602934,10552988,5260,166
DK,DK0,DK05,Nordjylland,EAFRD,2012,2007-2013,10472593,11097042,5260,166
DK,DK0,DK05,Nordjylland,EAFRD,2013,2007-2013,10687548,12063737,736913,23315
DK,DK0,DK05,Nordjylland,EAFRD,2014,2007-2013,14723187,10702480,582514,18430
DK,DK0,DK05,Nordjylland,EAFRD,2015,2007-2013,5200972,3207977,209872,6640
DK,DK0,DK05,Nordjylland,ERDF,1989,1989-1993,0,105355,19016,602
DK,DK0,DK05,Nordjylland,ERDF,1990,1989-1993,418184,479864,11133,352
DK,DK0,DK05,Nordjylland,ERDF,1991,1989-1993,663008,920856,46541,1472
DK,DK0,DK05,Nordjylland,ERDF,1992,1989-1993,1686477,1560419,22753,720
DK,DK0,DK05,Nordjylland,ERDF,1993,1989-1993,1186120,1080215,19116,605
DK,DK0,DK05,Nordjylland,ERDF,1994,1989-1993,765753,639703,22752,720
DK,DK0,DK05,Nordjylland,ERDF,1995,1989-1993,265425,232177,8998,285
DK,DK0,DK05,Nordjylland,ERDF,1996,1989-1993,116076,116763,4935,156
DK,DK0,DK05,Nordjylland,ERDF,1997,1989-1993,105250,101608,5723,181
